FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE_DAYS,AGE
Leon Edwards,74.0,170.0,74.0,Southpaw,1991-08-25,http://ufcstats.com/fighter-details/f1fac969a1d70b08,True,12099.0,33
Te Edwards,68.0,155.0,72.0,Orthodox,1990-09-11,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea,True,12447.0,34
Joselyne Edwards,68.0,135.0,70.0,Orthodox,1995-09-29,http://ufcstats.com/fighter-details/f9ab66e67240db7b,True,10603.0,29
Tom Egan,71.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,True,,0
Stephanie Egger,66.0,135.0,68.0,Orthodox,1988-08-12,http://ufcstats.com/fighter-details/5e6294b37bbef029,True,13207.0,36
Justin Eilers,73.0,235.0,,Orthodox,1978-06-28,http://ufcstats.com/fighter-details/27fc9218a3653e3c,True,16905.0,46
Jon Olav Einemo,78.0,253.0,,Orthodox,1975-12-10,http://ufcstats.com/fighter-details/0577808d22dfe79c,True,17836.0,48
Per Eklund,70.0,155.0,72.0,Orthodox,,http://ufcstats.com/fighter-details/58bc81376286b3d3,True,,0
Evan Elder,70.0,155.0,72.0,Switch,1997-04-11,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,True,10043.0,27
Darren Elkins,70.0,145.0,71.0,Orthodox,1984-05-16,http://ufcstats.com/fighter-details/92a9aa9c93192871,True,14756.0,40
Jake Ellenberger,69.0,170.0,71.0,Orthodox,1985-03-28,http://ufcstats.com/fighter-details/d81ac739417d7f53,True,14440.0,39
Joe Ellenberger,69.0,155.0,72.0,Orthodox,1985-03-28,http://ufcstats.com/fighter-details/8e8e4487c621aa1c,True,14440.0,39
Tim Elliott,67.0,125.0,66.0,Southpaw,1986-12-24,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,True,13804.0,37
Oban Elliott,72.0,170.0,72.0,Orthodox,1997-12-19,http://ufcstats.com/fighter-details/6b56e94a59b7b134,True,9791.0,26
Lisa Ellis,64.0,115.0,,,1982-11-15,http://ufcstats.com/fighter-details/77350fd0e6d1dba8,True,15304.0,41
Anna Elmose,63.0,115.0,,Orthodox,1984-10-06,http://ufcstats.com/fighter-details/1536a25e16fc299b,True,14613.0,40
Cameron Else,69.0,135.0,71.0,Switch,1987-04-27,http://ufcstats.com/fighter-details/5f3da9a9610d8969,True,13680.0,37
Ramazan Emeev,70.0,170.0,76.0,Southpaw,1987-05-23,http://ufcstats.com/fighter-details/abd5fb12437eda21,True,13654.0,37
Rob Emerson,69.0,155.0,70.0,Orthodox,1981-07-30,http://ufcstats.com/fighter-details/dc0f07928009a127,True,15777.0,43
Jamall Emmers,70.0,145.0,74.0,Orthodox,1989-07-24,http://ufcstats.com/fighter-details/e00a3dee329a51f7,True,12861.0,35
Josh Emmett,66.0,145.0,70.0,Orthodox,1985-03-04,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,True,14464.0,39
Oliver Enkamp,72.0,170.0,77.0,Switch,1991-08-10,http://ufcstats.com/fighter-details/330bafba312face4,True,12114.0,33
Ian Entwistle,65.0,135.0,,Orthodox,1986-11-19,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,True,13839.0,37
Andy Enz,75.0,185.0,78.0,Orthodox,1991-08-15,http://ufcstats.com/fighter-details/993d385f5a475375,True,12109.0,33
Steve Erceg,68.0,125.0,68.0,Orthodox,1995-07-27,http://ufcstats.com/fighter-details/32ab52e5de93092d,True,10667.0,29
Konstantin Erokhin,71.0,230.0,,Orthodox,1983-01-31,http://ufcstats.com/fighter-details/22061ff217907c78,True,15227.0,41
Julian Erosa,73.0,145.0,74.0,Southpaw,1989-07-31,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,True,12854.0,35
Jarno Errens,71.0,145.0,73.0,Orthodox,1994-11-17,http://ufcstats.com/fighter-details/082eba4cd80f736f,True,10919.0,29
Ivan Erslan,74.0,205.0,72.0,Orthodox,1991-11-15,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,True,12017.0,32
Cole Escovedo,67.0,135.0,72.0,Orthodox,1981-08-30,http://ufcstats.com/fighter-details/5df17b3620145578,True,15746.0,43
Efrain Escudero,69.0,155.0,71.0,Orthodox,1986-01-15,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,True,14147.0,38
Carla Esparza,61.0,115.0,63.0,Orthodox,1987-10-10,http://ufcstats.com/fighter-details/d910665038efc639,True,13514.0,36
Juan Espino,75.0,255.0,80.0,Orthodox,1980-10-09,http://ufcstats.com/fighter-details/ccf5dc41417e9daf,True,16071.0,44
Jordan Espinosa,66.0,125.0,69.0,Orthodox,1989-11-08,http://ufcstats.com/fighter-details/215a70f073a7b726,True,12754.0,34
Jodie Esquibel,61.0,115.0,64.0,Orthodox,1986-05-07,http://ufcstats.com/fighter-details/411539901068522f,True,14035.0,38
Rafael Estevam,68.0,125.0,69.0,Orthodox,1996-08-10,http://ufcstats.com/fighter-details/83455a9d17f57dae,True,10287.0,28
Terry Etim,73.0,155.0,73.0,Orthodox,1986-01-11,http://ufcstats.com/fighter-details/33011768c3c4dc9a,True,14151.0,38
Fred Ettish,72.0,180.0,,Southpaw,,http://ufcstats.com/fighter-details/8d5daf67983b65ba,True,,0
Sijara Eubanks,64.0,125.0,67.0,Orthodox,1985-04-27,http://ufcstats.com/fighter-details/4234f0097c83fa62,True,14410.0,39
Rashad Evans,72.0,205.0,75.0,Orthodox,1979-09-25,http://ufcstats.com/fighter-details/ee779c43a8926d52,True,16451.0,45
Doug Evans,69.0,155.0,,Orthodox,1980-10-10,http://ufcstats.com/fighter-details/d3de4a24f7eefac8,True,16070.0,43
Ashlee Evans-Smith,68.0,135.0,67.0,Orthodox,1987-07-09,http://ufcstats.com/fighter-details/fc6e681bf6658faf,True,13607.0,37
Dan Evensen,75.0,250.0,,Orthodox,1974-06-01,http://ufcstats.com/fighter-details/dd8aec6de7035943,True,18393.0,50
Tonya Evinger,67.0,135.0,70.0,Orthodox,1981-06-04,http://ufcstats.com/fighter-details/b12a1d19ee383b7c,True,15833.0,43
Movsar Evloev,67.0,145.0,72.0,Orthodox,1994-02-11,http://ufcstats.com/fighter-details/76e2870ffafbe38f,True,11198.0,30
Andre Ewell,68.0,145.0,75.0,Southpaw,1988-01-21,http://ufcstats.com/fighter-details/5f6f049d54728e88,True,13411.0,36
Jessica Eye,66.0,125.0,66.0,Orthodox,1986-07-27,http://ufcstats.com/fighter-details/f72465a784c1b084,True,13954.0,38
Edward Faaloloto,,155.0,70.0,Orthodox,1984-07-15,http://ufcstats.com/fighter-details/6224e8d0a34264eb,True,14696.0,40
Urijah Faber,66.0,135.0,67.0,Orthodox,1979-05-14,http://ufcstats.com/fighter-details/78114b7199cef90c,True,16585.0,45
Melinda Fabian,66.0,125.0,66.0,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/8c020156779f7888,True,13621.0,37
Bartosz Fabinski,72.0,170.0,75.0,Orthodox,1986-04-26,http://ufcstats.com/fighter-details/e17ac6410c8377f4,True,14046.0,38
Ron Faircloth,69.0,205.0,,Orthodox,1979-08-16,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,True,16491.0,45
Jason Fairn,73.0,230.0,,,,http://ufcstats.com/fighter-details/adea9f0090aa8e14,True,,0
Zarah Fairn,68.0,135.0,72.0,Orthodox,1983-12-10,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,True,14914.0,40
Rinat Fakhretdinov,72.0,170.0,74.0,Orthodox,1991-09-28,http://ufcstats.com/fighter-details/8f765fd5775a8873,True,12065.0,33
Maiquel Falcao,71.0,185.0,,Orthodox,1981-03-08,http://ufcstats.com/fighter-details/d58478ded5534695,True,15921.0,43
Pedro Falcao,66.0,135.0,66.0,Orthodox,1992-07-30,http://ufcstats.com/fighter-details/f7be1db194e03d7e,True,11759.0,32
Brodie Farber,73.0,170.0,,Orthodox,1980-07-05,http://ufcstats.com/fighter-details/91d73ee59347ac16,True,16167.0,44
Kalindra Faria,67.0,125.0,,Switch,1986-07-23,http://ufcstats.com/fighter-details/27b164b0d1833df0,True,13958.0,38
Kelly Faszholz,68.0,135.0,,Orthodox,1985-04-09,http://ufcstats.com/fighter-details/9c42a0de8e012870,True,14428.0,39
Paul Felder,71.0,155.0,70.0,Orthodox,1984-04-25,http://ufcstats.com/fighter-details/e5010b1b94ca5755,True,14777.0,40
Carlos Felipe,72.0,245.0,75.0,Orthodox,1995-01-12,http://ufcstats.com/fighter-details/a2ea77e974c5889f,True,10863.0,29
Kevin Ferguson,74.0,235.0,77.0,Orthodox,1974-02-08,http://ufcstats.com/fighter-details/27541033b97c076d,True,18506.0,50
Tony Ferguson,71.0,170.0,76.0,Orthodox,1984-02-12,http://ufcstats.com/fighter-details/22a92d7f62195791,True,14850.0,40
Josh Ferguson,65.0,125.0,,Orthodox,1988-05-13,http://ufcstats.com/fighter-details/b0f316c60f8d3b47,True,13298.0,36
CJ Fernandes,74.0,170.0,,,1977-11-13,http://ufcstats.com/fighter-details/979f7edbb6980b0d,True,17132.0,46
Gabriella Fernandes,66.0,125.0,66.0,Southpaw,1993-08-13,http://ufcstats.com/fighter-details/a6eb54ae17a551be,True,11380.0,31
Kaue Fernandes,69.0,155.0,73.0,Orthodox,1995-03-17,http://ufcstats.com/fighter-details/ec13c393d029297d,True,10799.0,29
Alexandre Ferreira,67.0,205.0,,Orthodox,1979-04-25,http://ufcstats.com/fighter-details/28ba5f27e473420c,True,16604.0,45
Cezar Ferreira,73.0,185.0,78.0,Southpaw,1985-02-15,http://ufcstats.com/fighter-details/dbc17725b887860a,True,14481.0,39
Diego Ferreira,69.0,155.0,74.0,Orthodox,1985-01-18,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,True,14509.0,39
Brunno Ferreira,70.0,185.0,72.0,Orthodox,1992-11-04,http://ufcstats.com/fighter-details/1e719d4b676dc19a,True,11662.0,31
Scott Ferrozzo,71.0,323.0,,Orthodox,1965-04-26,http://ufcstats.com/fighter-details/977081bc01197656,True,21716.0,59
Andre Fialho,72.0,170.0,74.0,Orthodox,1994-04-07,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,True,11143.0,30
Drew Fickett,70.0,155.0,70.0,Orthodox,1979-12-14,http://ufcstats.com/fighter-details/d814f5192e58fb2f,True,16371.0,44
Scott Fiedler,76.0,235.0,,Orthodox,,http://ufcstats.com/fighter-details/0ec821423baa26bd,True,,0
Michal Figlak,70.0,155.0,70.0,Orthodox,1996-08-15,http://ufcstats.com/fighter-details/b4c57a8c2b773e82,True,10282.0,28
Deiveson Figueiredo,65.0,135.0,68.0,Orthodox,1987-12-18,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,True,13445.0,36
Francisco Figueiredo,66.0,125.0,68.0,Southpaw,1989-10-23,http://ufcstats.com/fighter-details/cdadae5363b66eef,True,12770.0,34
Edwin Figueroa,67.0,135.0,69.0,Orthodox,1984-07-31,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,True,14680.0,40
Jafel Filho,67.0,125.0,68.0,Orthodox,1993-05-05,http://ufcstats.com/fighter-details/65adf3856c4d9256,True,11480.0,31
Andre Fili,71.0,145.0,74.0,Orthodox,1990-06-25,http://ufcstats.com/fighter-details/8fd808923cffff82,True,12525.0,34
Mirko Filipovic,74.0,230.0,73.0,Southpaw,1974-09-10,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,True,18292.0,50
Luigi Fioravanti,68.0,170.0,70.0,Orthodox,1981-01-22,http://ufcstats.com/fighter-details/9583662df31d943f,True,15966.0,43
Nick Fiore,70.0,155.0,72.0,Orthodox,1997-12-10,http://ufcstats.com/fighter-details/036e96c1c12b8a59,True,9800.0,26
Manon Fiorot,67.0,125.0,65.0,Orthodox,1990-02-17,http://ufcstats.com/fighter-details/34ff304266360297,True,12653.0,34
Spencer Fisher,67.0,155.0,68.0,Southpaw,1976-05-09,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,True,17685.0,48
Chris Fishgold,68.0,145.0,68.0,Orthodox,1992-06-06,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,True,11813.0,32
Jon Fitch,72.0,170.0,74.0,Orthodox,1978-02-24,http://ufcstats.com/fighter-details/6f018c039b4d5d80,True,17029.0,46
Rafael Fiziev,68.0,155.0,71.0,Switch,1993-03-05,http://ufcstats.com/fighter-details/c814b4c899793af6,True,11541.0,31
Colin Fletcher,74.0,155.0,,Orthodox,1983-01-08,http://ufcstats.com/fighter-details/7d09200f6a77b20e,True,15250.0,41
AJ Fletcher,70.0,170.0,67.0,Switch,1997-02-18,http://ufcstats.com/fighter-details/725b1abc9a39d873,True,10095.0,27
Nathan Fletcher,67.0,145.0,70.0,Orthodox,1998-01-03,http://ufcstats.com/fighter-details/a2d342ffc83913ed,True,9776.0,26
Jimmy Flick,67.0,125.0,68.0,Orthodox,1990-09-07,http://ufcstats.com/fighter-details/09e62c450e754913,True,12451.0,34
Kenny Florian,70.0,145.0,74.0,Southpaw,1976-05-26,http://ufcstats.com/fighter-details/cb139171ed1b69fe,True,17668.0,48
Darrius Flowers,69.0,155.0,71.0,Orthodox,1994-08-25,http://ufcstats.com/fighter-details/65db4065e2bc107d,True,11003.0,30
Caros Fodor,69.0,155.0,74.0,Orthodox,1984-01-07,http://ufcstats.com/fighter-details/01d2ed8c502e3828,True,14886.0,40
Rob Font,68.0,135.0,71.0,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/05339613bf8e9808,True,13621.0,37
Jesse Forbes,74.0,185.0,75.0,Southpaw,1984-10-24,http://ufcstats.com/fighter-details/947eccadb72f4f6f,True,14595.0,39
Jussier Formiga,65.0,125.0,67.0,Orthodox,1985-04-14,http://ufcstats.com/fighter-details/b102c26727306ab6,True,14423.0,39
Renee Forte,67.0,155.0,71.0,Orthodox,1987-03-27,http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,True,13711.0,37
Brianna Fortino,60.0,115.0,62.0,Southpaw,1993-08-04,http://ufcstats.com/fighter-details/b53c46f613f6f248,True,11389.0,31
Marcel Fortuna,73.0,205.0,74.0,Orthodox,1985-10-22,http://ufcstats.com/fighter-details/d761b3766e38c5db,True,14232.0,38
Brian Foster,69.0,170.0,71.0,Orthodox,1984-04-03,http://ufcstats.com/fighter-details/3dc3022232b79c7a,True,14799.0,40
Xavier Foupa-Pokam,73.0,185.0,,Open Stance,1982-07-03,http://ufcstats.com/fighter-details/ec33146e43e58933,True,15439.0,42
Hermes Franca,66.0,155.0,71.0,Orthodox,1974-08-26,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,True,18307.0,50
Glaico Franca Moreira,72.0,155.0,77.0,Orthodox,1991-02-28,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,True,12277.0,33
Rich Franklin,73.0,185.0,76.0,Southpaw,1974-10-05,http://ufcstats.com/fighter-details/d897897060f10a3a,True,18267.0,50
Zane Frazier,77.0,250.0,,Orthodox,,http://ufcstats.com/fighter-details/d3711d3784b76255,True,,0
Justin Frazier,72.0,265.0,75.0,Southpaw,1989-06-15,http://ufcstats.com/fighter-details/78863e4a28204a6b,True,12900.0,35
Ian Freeman,71.0,225.0,,Orthodox,1966-11-10,http://ufcstats.com/fighter-details/b4bc2e3353a770b5,True,21153.0,57
Willamy Freire,68.0,155.0,,Orthodox,1987-07-28,http://ufcstats.com/fighter-details/f1f37d667bcd0d27,True,13588.0,37
Josh Fremd,76.0,185.0,76.0,Orthodox,1994-01-15,http://ufcstats.com/fighter-details/ca43de99b07b6b40,True,11225.0,30
Matt Frevola,69.0,155.0,71.0,Orthodox,1990-06-11,http://ufcstats.com/fighter-details/dccb63727f2f5f74,True,12539.0,34
Jinh Yu Frey,63.0,115.0,65.0,Southpaw,1985-05-20,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,True,14387.0,39
Sarah Frota,66.0,125.0,69.0,Southpaw,1987-04-14,http://ufcstats.com/fighter-details/1641ef250e9de19b,True,13693.0,37
Don Frye,73.0,219.0,,Orthodox,1965-11-23,http://ufcstats.com/fighter-details/271fe91f4ba9d2c5,True,21505.0,58
Tony Fryklund,72.0,185.0,,Orthodox,1971-03-26,http://ufcstats.com/fighter-details/253de74457bd6374,True,19556.0,53
Adam Fugitt,73.0,170.0,77.0,Southpaw,1989-01-12,http://ufcstats.com/fighter-details/a01a62132460a98d,True,13054.0,35
Katsuhisa Fujii,72.0,205.0,,Orthodox,1972-08-15,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,True,19048.0,52
Riki Fukuda,72.0,185.0,73.0,Southpaw,1981-01-06,http://ufcstats.com/fighter-details/7c35f869033901ae,True,15982.0,43
Masio Fullen,70.0,145.0,70.0,Orthodox,1986-10-06,http://ufcstats.com/fighter-details/4638cc6479cc0afe,True,13883.0,38
Travis Fulton,72.0,240.0,,Orthodox,1977-05-29,http://ufcstats.com/fighter-details/911fb265462f0d94,True,17300.0,47
Sam Fulton,,,,,,http://ufcstats.com/fighter-details/1f5f75658551f2d3,True,,0
Ricardo Funch,70.0,170.0,74.0,Southpaw,1980-08-14,http://ufcstats.com/fighter-details/e9e1acc96536bb4f,True,16127.0,44
Claudia Gadelha,64.0,115.0,63.0,Orthodox,1988-12-07,http://ufcstats.com/fighter-details/ec34349e7dffcde7,True,13090.0,35
Magomed Gadzhiyasulov,74.0,205.0,75.0,Orthodox,1993-11-04,http://ufcstats.com/fighter-details/6e344b71421103da,True,11297.0,30
Justin Gaethje,71.0,155.0,70.0,Orthodox,1988-11-14,http://ufcstats.com/fighter-details/9e8f6c728eb01124,True,13113.0,35
Sheila Gaff,65.0,135.0,,Orthodox,1989-12-29,http://ufcstats.com/fighter-details/837d30395faca41e,True,12703.0,34
Muin Gafurov,67.0,135.0,68.0,Southpaw,1996-05-17,http://ufcstats.com/fighter-details/a54660deb6a8489c,True,10372.0,28
Mitch Gagnon,65.0,135.0,65.0,Southpaw,1984-10-10,http://ufcstats.com/fighter-details/b8592b4a383696cd,True,14609.0,39
Dave Galera,71.0,135.0,,Orthodox,1978-01-12,http://ufcstats.com/fighter-details/0876d21328cf4a45,True,17072.0,46
Mickey Gall,74.0,170.0,74.0,Switch,1992-01-22,http://ufcstats.com/fighter-details/9e50097a89442158,True,11949.0,32
Tom Gallicchio,70.0,170.0,,Southpaw,1986-09-23,http://ufcstats.com/fighter-details/cc81c92fe2254935,True,13896.0,38
Joey Gambino,67.0,145.0,,Orthodox,1988-10-26,http://ufcstats.com/fighter-details/10559c53de0b950e,True,13132.0,35
Manvel Gamburyan,65.0,135.0,67.0,Orthodox,1981-05-08,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,True,15860.0,43
Mateusz Gamrot,70.0,155.0,70.0,Southpaw,1990-12-11,http://ufcstats.com/fighter-details/72db2a14ffa73ece,True,12356.0,33
Shamil Gamzatov,74.0,205.0,76.0,Orthodox,1990-08-09,http://ufcstats.com/fighter-details/0d980975001ae3d8,True,12480.0,34
Ciryl Gane,76.0,245.0,81.0,Orthodox,1990-04-12,http://ufcstats.com/fighter-details/787bb1f087ccff8a,True,12599.0,34
Sean Gannon,75.0,265.0,,Southpaw,,http://ufcstats.com/fighter-details/6d7886b094b471ac,True,,0
Eduardo Garagorri,69.0,145.0,70.0,Orthodox,1989-05-28,http://ufcstats.com/fighter-details/7bde387d50829adf,True,12918.0,35
Cody Garbrandt,68.0,135.0,65.0,Orthodox,1991-07-07,http://ufcstats.com/fighter-details/d8c7c61b176e3994,True,12148.0,33
Leonard Garcia,70.0,145.0,68.0,Orthodox,1979-07-14,http://ufcstats.com/fighter-details/917e53fa0adea0d3,True,16524.0,45
Edgar Garcia,70.0,170.0,71.0,Orthodox,1984-02-22,http://ufcstats.com/fighter-details/8d49545dadf9b919,True,14840.0,40
Alex Garcia,69.0,170.0,72.0,Orthodox,1987-07-14,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,True,13602.0,37
Steve Garcia,72.0,145.0,75.0,Southpaw,1992-05-22,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,True,11828.0,32
Elias Garcia,65.0,125.0,67.0,Southpaw,1992-09-13,http://ufcstats.com/fighter-details/ac5a7400da3a9a41,True,11714.0,32
Rafa Garcia,67.0,155.0,70.0,Orthodox,1994-08-05,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,True,11023.0,30
Fernie Garcia,67.0,135.0,67.0,Orthodox,1992-04-12,http://ufcstats.com/fighter-details/9e92e1ca498d7244,True,11868.0,32
Pablo Garza,73.0,145.0,73.0,Orthodox,1983-09-16,http://ufcstats.com/fighter-details/8e5bfd4e82352340,True,14999.0,41
Azamat Gashimov,66.0,125.0,,Orthodox,1990-04-07,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3,True,12604.0,34
Brian Gassaway,73.0,170.0,,Orthodox,1972-08-07,http://ufcstats.com/fighter-details/e4770d5ed44a3970,True,19056.0,52
Kelvin Gastelum,69.0,170.0,71.0,Southpaw,1991-10-24,http://ufcstats.com/fighter-details/8c0580d4fff106c1,True,12039.0,32
Willie Gates,68.0,125.0,72.0,Orthodox,1987-01-21,http://ufcstats.com/fighter-details/6ded9184b2284645,True,13776.0,37
Melissa Gatto,65.0,135.0,69.0,Orthodox,1996-05-02,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,True,10387.0,28
Louis Gaudinot,63.0,125.0,63.0,Orthodox,1984-08-28,http://ufcstats.com/fighter-details/b72a60a0cadff408,True,14652.0,40
Shamil Gaziev,76.0,265.0,78.0,Orthodox,1990-02-10,http://ufcstats.com/fighter-details/6747ccd6d1acd266,True,12660.0,34
Paul Georgieff,74.0,170.0,,Orthodox,1982-09-22,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,True,15358.0,42
Brian Geraghty,67.0,155.0,,Orthodox,1980-11-04,http://ufcstats.com/fighter-details/15edcf67ccf5be84,True,16045.0,43
Karine Gevorgyan,64.0,125.0,63.0,,1989-03-09,http://ufcstats.com/fighter-details/2db0c114414d4f06,True,12998.0,35
Yanis Ghemmouri,69.0,135.0,69.0,Orthodox,1995-01-24,http://ufcstats.com/fighter-details/eb70e786bbdf1d16,True,10851.0,29
Darrel Gholar,68.0,194.0,,Orthodox,,http://ufcstats.com/fighter-details/a24e080000fa7a35,True,,0
Tiki Ghosn,70.0,170.0,,Orthodox,1977-02-09,http://ufcstats.com/fighter-details/cb6783c39c01d896,True,17409.0,47
Christos Giagos,70.0,155.0,71.0,Orthodox,1990-01-23,http://ufcstats.com/fighter-details/de45aaae23dfa392,True,12678.0,34
Joe Giannetti,72.0,155.0,74.0,Southpaw,1995-07-05,http://ufcstats.com/fighter-details/946db8a378903cc3,True,10689.0,29
James Giboo,71.0,170.0,,Orthodox,1978-01-06,http://ufcstats.com/fighter-details/f74e037b97917027,True,17078.0,46
Lance Gibson,69.0,185.0,,Orthodox,1970-11-20,http://ufcstats.com/fighter-details/63eedfcc73071d41,True,19682.0,53
Cody Gibson,70.0,135.0,71.0,Orthodox,1987-09-11,http://ufcstats.com/fighter-details/700a674c042b7a96,True,13543.0,37
Thomas Gifford,73.0,155.0,75.0,Orthodox,1992-07-26,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7,True,11763.0,32
Joseph Gigliotti,71.0,185.0,,Orthodox,1993-08-13,http://ufcstats.com/fighter-details/83825fad27ab3581,True,11380.0,31
Joey Gilbert,71.0,155.0,,Orthodox,1976-06-05,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc,True,17658.0,48
Trevin Giles,72.0,170.0,74.0,Orthodox,1992-08-06,http://ufcstats.com/fighter-details/b27a1fcb56a3035a,True,11752.0,32
Gregor Gillespie,67.0,155.0,71.0,Orthodox,1986-11-13,http://ufcstats.com/fighter-details/84ff027394f7e470,True,13845.0,37
Jason Gilliam,72.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/91720876db0ee468,True,,0
Micheal Gillmore,71.0,170.0,72.0,Orthodox,1987-03-28,http://ufcstats.com/fighter-details/ce175eaafe867d1f,True,13710.0,37
Bob Gilstrap,75.0,200.0,,Orthodox,,http://ufcstats.com/fighter-details/c96518b7f6881004,True,,0
Ricky Glenn,72.0,170.0,70.0,Southpaw,1989-04-12,http://ufcstats.com/fighter-details/814ff3018127e8fc,True,12964.0,35
Mark Godbeer,76.0,240.0,77.0,Orthodox,1983-11-22,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd,True,14932.0,40
Loopy Godinez,62.0,115.0,61.0,Orthodox,1993-09-06,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,True,11356.0,31
Jason Godsey,74.0,230.0,,Orthodox,,http://ufcstats.com/fighter-details/5ca158b1cc9cb242,True,,0
Allan Goes,72.0,205.0,,Orthodox,1971-04-20,http://ufcstats.com/fighter-details/e62b36885ecdac27,True,19531.0,53
Billy Ray Goff,70.0,170.0,72.0,Switch,1998-06-18,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,True,9610.0,26
Hannah Goldy,64.0,115.0,61.0,Orthodox,1992-05-18,http://ufcstats.com/fighter-details/26e3f3928b1891d9,True,11832.0,32
Marcelo Golm,75.0,249.0,75.0,Orthodox,1992-09-15,http://ufcstats.com/fighter-details/ac29d508d78384c9,True,11712.0,32
Denise Gomes,62.0,115.0,63.0,Orthodox,1999-12-30,http://ufcstats.com/fighter-details/cffb87059e645bd1,True,9050.0,24
Ulysses Gomez,66.0,125.0,,Orthodox,1983-05-25,http://ufcstats.com/fighter-details/1e35aa8955794580,True,15113.0,41
